date,ticker,close
2020-01-02,AAPL,75.0875015258789
2020-01-03,AAPL,74.35749816894531
2020-01-06,AAPL,74.94999694824219
2020-01-07,AAPL,74.59750366210938
2020-01-08,AAPL,75.79750061035156
2020-01-09,AAPL,77.40750122070312
2020-01-10,AAPL,77.5824966430664
2020-01-13,AAPL,79.23999786376953
2020-01-14,AAPL,78.16999816894531
2020-01-15,AAPL,77.83499908447266
2020-01-16,AAPL,78.80999755859375
2020-01-17,AAPL,79.68250274658203
2020-01-21,AAPL,79.14250183105469
2020-01-22,AAPL,79.42500305175781
2020-01-23,AAPL,79.80750274658203
2020-01-24,AAPL,79.57749938964844
2020-01-27,AAPL,77.23750305175781
2020-01-28,AAPL,79.42250061035156
2020-01-29,AAPL,81.08499908447266
2020-01-30,AAPL,80.96749877929688
2020-01-31,AAPL,77.37750244140625
2020-02-03,AAPL,77.16500091552734
2020-02-04,AAPL,79.7125015258789
2020-02-05,AAPL,80.36250305175781
2020-02-06,AAPL,81.30249786376953
2020-02-07,AAPL,80.00749969482422
2020-02-10,AAPL,80.38749694824219
2020-02-11,AAPL,79.90249633789062
2020-02-12,AAPL,81.80000305175781
2020-02-13,AAPL,81.21749877929688
2020-02-14,AAPL,81.23750305175781
2020-02-18,AAPL,79.75
2020-02-19,AAPL,80.90499877929688
2020-02-20,AAPL,80.07499694824219
2020-02-21,AAPL,78.26249694824219
2020-02-24,AAPL,74.54499816894531
2020-02-25,AAPL,72.0199966430664
2020-02-26,AAPL,73.1624984741211
2020-02-27,AAPL,68.37999725341797
2020-02-28,AAPL,68.33999633789062
2020-03-02,AAPL,74.70249938964844
2020-03-03,AAPL,72.33000183105469
2020-03-04,AAPL,75.68499755859375
2020-03-05,AAPL,73.2300033569336
2020-03-06,AAPL,72.25749969482422
2020-03-09,AAPL,66.5425033569336
2020-03-10,AAPL,71.33499908447266
2020-03-11,AAPL,68.85749816894531
2020-03-12,AAPL,62.057498931884766
2020-03-13,AAPL,69.49250030517578
2020-03-16,AAPL,60.5525016784668
2020-03-17,AAPL,63.21500015258789
2020-03-18,AAPL,61.66749954223633
2020-03-19,AAPL,61.19499969482422
2020-03-20,AAPL,57.310001373291016
2020-03-23,AAPL,56.092498779296875
2020-03-24,AAPL,61.720001220703125
2020-03-25,AAPL,61.380001068115234
2020-03-26,AAPL,64.61000061035156
2020-03-27,AAPL,61.935001373291016
2020-03-30,AAPL,63.70249938964844
2020-03-31,AAPL,63.5724983215332
2020-04-01,AAPL,60.227500915527344
2020-04-02,AAPL,61.23249816894531
2020-04-03,AAPL,60.352500915527344
2020-04-06,AAPL,65.61750030517578
2020-04-07,AAPL,64.85749816894531
2020-04-08,AAPL,66.51750183105469
2020-04-09,AAPL,66.99749755859375
2020-04-13,AAPL,68.3125
2020-04-14,AAPL,71.76249694824219
2020-04-15,AAPL,71.10749816894531
2020-04-16,AAPL,71.67250061035156
2020-04-17,AAPL,70.69999694824219
2020-04-20,AAPL,69.23249816894531
2020-04-21,AAPL,67.09249877929688
2020-04-22,AAPL,69.0250015258789
2020-04-23,AAPL,68.75749969482422
2020-04-24,AAPL,70.74250030517578
2020-04-27,AAPL,70.7925033569336
2020-04-28,AAPL,69.6449966430664
2020-04-29,AAPL,71.93250274658203
2020-04-30,AAPL,73.44999694824219
2020-05-01,AAPL,72.26750183105469
2020-05-04,AAPL,73.29000091552734
2020-05-05,AAPL,74.38999938964844
2020-05-06,AAPL,75.15750122070312
2020-05-07,AAPL,75.93499755859375
2020-05-08,AAPL,77.53250122070312
2020-05-11,AAPL,78.75250244140625
2020-05-12,AAPL,77.85250091552734
2020-05-13,AAPL,76.9124984741211
2020-05-14,AAPL,77.38500213623047
2020-05-15,AAPL,76.92749786376953
2020-05-18,AAPL,78.73999786376953
2020-05-19,AAPL,78.28500366210938
2020-05-20,AAPL,79.80750274658203
2020-05-21,AAPL,79.2125015258789
2020-05-22,AAPL,79.72250366210938
2020-05-26,AAPL,79.18250274658203
2020-05-27,AAPL,79.52749633789062
2020-05-28,AAPL,79.5625
2020-05-29,AAPL,79.48500061035156
2020-06-01,AAPL,80.4625015258789
2020-06-02,AAPL,80.83499908447266
2020-06-03,AAPL,81.27999877929688
2020-06-04,AAPL,80.58000183105469
2020-06-05,AAPL,82.875
2020-06-08,AAPL,83.36499786376953
2020-06-09,AAPL,85.99749755859375
2020-06-10,AAPL,88.20999908447266
2020-06-11,AAPL,83.9749984741211
2020-06-12,AAPL,84.69999694824219
2020-06-15,AAPL,85.74749755859375
2020-06-16,AAPL,88.0199966430664
2020-06-17,AAPL,87.89749908447266
2020-06-18,AAPL,87.93250274658203
2020-06-19,AAPL,87.43000030517578
2020-06-22,AAPL,89.71749877929688
2020-06-23,AAPL,91.63249969482422
2020-06-24,AAPL,90.01499938964844
2020-06-25,AAPL,91.20999908447266
2020-06-26,AAPL,88.40750122070312
2020-06-29,AAPL,90.44499969482422
2020-06-30,AAPL,91.1999969482422
2020-07-01,AAPL,91.02749633789062
2020-07-02,AAPL,91.02749633789062
2020-07-06,AAPL,93.4625015258789
2020-07-07,AAPL,93.17250061035156
2020-07-08,AAPL,95.34249877929688
2020-07-09,AAPL,95.75250244140624
2020-07-10,AAPL,95.91999816894533
2020-07-13,AAPL,95.47750091552734
2020-07-14,AAPL,97.05750274658205
2020-07-15,AAPL,97.7249984741211
2020-07-16,AAPL,96.52249908447266
2020-07-17,AAPL,96.32749938964844
2020-07-20,AAPL,98.35749816894533
2020-07-21,AAPL,97.0
2020-07-22,AAPL,97.27249908447266
2020-07-23,AAPL,92.84500122070312
2020-07-24,AAPL,92.61499786376952
2020-07-27,AAPL,94.80999755859376
2020-07-28,AAPL,93.25250244140624
2020-07-29,AAPL,95.04000091552734
2020-07-30,AAPL,96.19000244140624
2020-07-31,AAPL,106.26000213623048
2020-08-03,AAPL,108.9375
2020-08-04,AAPL,109.66500091552734
2020-08-05,AAPL,110.0625
2020-08-06,AAPL,113.90249633789062
2020-08-07,AAPL,111.1125030517578
2020-08-10,AAPL,112.72750091552734
2020-08-11,AAPL,109.375
2020-08-12,AAPL,113.01000213623048
2020-08-13,AAPL,115.01000213623048
2020-08-14,AAPL,114.90750122070312
2020-08-17,AAPL,114.60749816894533
2020-08-18,AAPL,115.5625
2020-08-19,AAPL,115.7074966430664
2020-08-20,AAPL,118.2750015258789
2020-08-21,AAPL,124.37000274658205
2020-08-24,AAPL,125.85749816894533
2020-08-25,AAPL,124.8249969482422
2020-08-26,AAPL,126.52249908447266
2020-08-27,AAPL,125.01000213623048
2020-08-28,AAPL,124.80750274658205
2020-08-31,AAPL,129.0399932861328
2020-09-01,AAPL,134.17999267578125
2020-09-02,AAPL,131.39999389648438
2020-09-03,AAPL,120.87999725341795
2020-09-04,AAPL,120.95999908447266
2020-09-08,AAPL,112.81999969482422
2020-09-09,AAPL,117.31999969482422
2020-09-10,AAPL,113.48999786376952
2020-09-11,AAPL,112.0
2020-09-14,AAPL,115.36000061035156
2020-09-15,AAPL,115.54000091552734
2020-09-16,AAPL,112.12999725341795
2020-09-17,AAPL,110.33999633789062
2020-09-18,AAPL,106.83999633789062
2020-09-21,AAPL,110.08000183105467
2020-09-22,AAPL,111.80999755859376
2020-09-23,AAPL,107.12000274658205
2020-09-24,AAPL,108.22000122070312
2020-09-25,AAPL,112.27999877929688
2020-09-28,AAPL,114.95999908447266
2020-09-29,AAPL,114.08999633789062
2020-09-30,AAPL,115.80999755859376
2020-10-01,AAPL,116.79000091552734
2020-10-02,AAPL,113.0199966430664
2020-10-05,AAPL,116.5
2020-10-06,AAPL,113.16000366210938
2020-10-07,AAPL,115.08000183105467
2020-10-08,AAPL,114.97000122070312
2020-10-09,AAPL,116.97000122070312
2020-10-12,AAPL,124.4000015258789
2020-10-13,AAPL,121.0999984741211
2020-10-14,AAPL,121.19000244140624
2020-10-15,AAPL,120.70999908447266
2020-10-16,AAPL,119.0199966430664
2020-10-19,AAPL,115.9800033569336
2020-10-20,AAPL,117.51000213623048
2020-10-21,AAPL,116.87000274658205
2020-10-22,AAPL,115.75
2020-10-23,AAPL,115.04000091552734
2020-10-26,AAPL,115.0500030517578
2020-10-27,AAPL,116.5999984741211
2020-10-28,AAPL,111.1999969482422
2020-10-29,AAPL,115.31999969482422
2020-10-30,AAPL,108.86000061035156
2020-11-02,AAPL,108.7699966430664
2020-11-03,AAPL,110.44000244140624
2020-11-04,AAPL,114.9499969482422
2020-11-05,AAPL,119.02999877929688
2020-11-06,AAPL,118.69000244140624
2020-11-09,AAPL,116.31999969482422
2020-11-10,AAPL,115.97000122070312
2020-11-11,AAPL,119.48999786376952
2020-11-12,AAPL,119.20999908447266
2020-11-13,AAPL,119.26000213623048
2020-11-16,AAPL,120.3000030517578
2020-11-17,AAPL,119.38999938964844
2020-11-18,AAPL,118.02999877929688
2020-11-19,AAPL,118.63999938964844
2020-11-20,AAPL,117.33999633789062
2020-11-23,AAPL,113.8499984741211
2020-11-24,AAPL,115.16999816894533
2020-11-25,AAPL,116.02999877929688
2020-11-27,AAPL,116.58999633789062
2020-11-30,AAPL,119.0500030517578
2020-12-01,AAPL,122.72000122070312
2020-12-02,AAPL,123.08000183105467
2020-12-03,AAPL,122.94000244140624
2020-12-04,AAPL,122.25
2020-12-07,AAPL,123.75
2020-12-08,AAPL,124.37999725341795
2020-12-09,AAPL,121.77999877929688
2020-12-10,AAPL,123.23999786376952
2020-12-11,AAPL,122.41000366210938
2020-12-14,AAPL,121.77999877929688
2020-12-15,AAPL,127.87999725341795
2020-12-16,AAPL,127.80999755859376
2020-12-17,AAPL,128.6999969482422
2020-12-18,AAPL,126.66000366210938
2020-12-21,AAPL,128.22999572753906
2020-12-22,AAPL,131.8800048828125
2020-12-23,AAPL,130.9600067138672
2020-12-24,AAPL,131.97000122070312
2020-12-28,AAPL,136.69000244140625
2020-12-29,AAPL,134.8699951171875
2020-12-30,AAPL,133.72000122070312
2020-12-31,AAPL,132.69000244140625
2021-01-04,AAPL,129.41000366210938
2021-01-05,AAPL,131.00999450683594
2021-01-06,AAPL,126.5999984741211
2021-01-07,AAPL,130.9199981689453
2021-01-08,AAPL,132.0500030517578
2021-01-11,AAPL,128.97999572753906
2021-01-12,AAPL,128.8000030517578
2021-01-13,AAPL,130.88999938964844
2021-01-14,AAPL,128.91000366210938
2021-01-15,AAPL,127.13999938964844
2021-01-19,AAPL,127.83000183105467
2021-01-20,AAPL,132.02999877929688
2021-01-21,AAPL,136.8699951171875
2021-01-22,AAPL,139.07000732421875
2021-01-25,AAPL,142.9199981689453
2021-01-26,AAPL,143.16000366210938
2021-01-27,AAPL,142.05999755859375
2021-01-28,AAPL,137.08999633789062
2021-01-29,AAPL,131.9600067138672
2021-02-01,AAPL,134.13999938964844
2021-02-02,AAPL,134.99000549316406
2021-02-03,AAPL,133.94000244140625
2021-02-04,AAPL,137.38999938964844
2021-02-05,AAPL,136.75999450683594
2021-02-08,AAPL,136.91000366210938
2021-02-09,AAPL,136.00999450683594
2021-02-10,AAPL,135.38999938964844
2021-02-11,AAPL,135.1300048828125
2021-02-12,AAPL,135.3699951171875
2021-02-16,AAPL,133.19000244140625
2021-02-17,AAPL,130.83999633789062
2021-02-18,AAPL,129.7100067138672
2021-02-19,AAPL,129.8699951171875
2021-02-22,AAPL,126.0
2021-02-23,AAPL,125.86000061035156
2021-02-24,AAPL,125.3499984741211
2021-02-25,AAPL,120.98999786376952
2021-02-26,AAPL,121.26000213623048
2021-03-01,AAPL,127.79000091552734
2021-03-02,AAPL,125.12000274658205
2021-03-03,AAPL,122.05999755859376
2021-03-04,AAPL,120.12999725341795
2021-03-05,AAPL,121.41999816894533
2021-03-08,AAPL,116.36000061035156
2021-03-09,AAPL,121.08999633789062
2021-03-10,AAPL,119.9800033569336
2021-03-11,AAPL,121.95999908447266
2021-03-12,AAPL,121.02999877929688
2021-03-15,AAPL,123.98999786376952
2021-03-16,AAPL,125.56999969482422
2021-03-17,AAPL,124.76000213623048
2021-03-18,AAPL,120.52999877929688
2021-03-19,AAPL,119.98999786376952
2021-03-22,AAPL,123.38999938964844
